ID_LOCAL;DIRECCIÓN;LOCAL;REGIÓN;RPM;EMPRESA DISTRIBUIDORA;ESTADO;COMUNA;CONVENIO;FORMATO
954;Regimiento Arica 6001;REGIMIENTO ARICA;IV - Coquimbo;0;AGUAS DEL VALLE S A;Abierto;La Serena;SIN CONVENIO;UNI
955;Manuel Bulnes 220;SALAMANCA II;IV - Coquimbo;0;AGUAS DEL VALLE S A;Abierto;Salamanca;SIN CONVENIO;UNI
956;Avenida Los Dominicos 8630;LOS DOMINICOS;RM - Santiago;0;AGUAS CORDILLERA S.A.;Abierto;Las Condes;SIN CONVENIO;UNI
957;Avenida Errazuriz 629;VALPARAISO PUERTO;V - Valparaiso;0;ESVAL S.A.;Abierto;Valparaíso;SIN CONVENIO;UNI
958;PORTUGAL 579;PORTUGAL;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Santiago;SIN CONVENIO;UNI
959;Av. O´higgins 774;PUCON;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Pucon;SIN CONVENIO;UNI
960;Las Nieves 2251 (Troncal S/Francisco);TRONCAL SAN FRANCISCO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Puente Alto;SIN CONVENIO;UNI
961;Av. Pedro Aguirre Cerda 11385;LA CHIMBA II;II - Antofagasta;0;AGUAS DE ANTOFAGASTA S A;Abierto;Antofagasta;SIN CONVENIO;UNI
962;ESPACIO M (COMPAÑÍA/MORANDE)  1214;MORANDE;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Santiago;SIN CONVENIO;UNI
963;Avenida Las Parcelas ULS PC 304-A;FLORIDA;IV - Coquimbo;0;S Y R INVERSIONES S. A.;Abierto;La Serena;SIN CONVENIO;UNI
964;Padre Hurtado 9230;SAN BERNARDO LOS MORROS;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;San Bernardo;SIN CONVENIO;UNI
965;CALLE 1 NORTE 1570;TALCA-1 NORTE;VII - Maule;0;NUEVOSUR S.A.;Abierto;Talca;SIN CONVENIO;UNI
966;Calle Lautaro 477;CORONEL III;VIII - Biobío;0;ESSBIO S.A.;Abierto;Coronel;SIN CONVENIO;UNI
967;SANTA MARIA  (SUPER AGRO) 2141;ARICA SUPER AGRO;XV - Arica y Parinacota;0;AGUAS DEL ALTIPLANO S.A.;Proyecto;Arica;SIN CONVENIO;UNI
968;Ramon Cruz Grecia;RAMON CRUZ;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Santiago;SIN CONVENIO;UNI
969;Galvarino Riveros 1277;CASTRO ALTO;X - Los Lagos;0;SURALIS;Proyecto;Castro;SIN CONVENIO;UNI
970;Quemchi;QUEMCHI;X - Los Lagos;0;SURALIS;Proyecto;Quemchi;SIN CONVENIO;UNI
971;Calera de Tango 593;CALERA DE TANGO;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Calera de Tango;SIN CONVENIO;UNI
972;Dalcahue;DALCAHUE;X - Los Lagos;0;SURALIS;Proyecto;Dalcahue;SIN CONVENIO;UNI
973;Chonchi;CHONCHI;X - Los Lagos;0;SURALIS;Proyecto;Puerto Montt;SIN CONVENIO;UNI
974;Vallenar;BRASIL VALLENAR;III - Atacama;0;NUEVA ATACAMA;Proyecto;Vallenar;SIN CONVENIO;UNI
975;Saturnino Epulef 1613;PRAGA VILLARRICA;IX - Araucanía;0;AGUAS ARAUCANIA S A;Proyecto;Villarrica;SIN CONVENIO;UNI
976;Av. Irarrázabal 1740;MANUEL MONTT II;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Ñuñoa;SIN CONVENIO;UNI
977;Quellón;QUELLON;X - Los Lagos;0;SURALIS;Proyecto;Quellón;SIN CONVENIO;UNI
978;Santa Rosa 5320;SAN JOAQUIN;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Joaquín;SIN CONVENIO;UNI
979;O'HIGGINS LOTE 1 2259;TALAGANTE OHIGGINS;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Talagante;SIN CONVENIO;UNI
980;Av. El Rosal 6361;MAIPU EL ROSAL;RM - Santiago;0;SMAPA;Abierto;Maipú;SIN CONVENIO;UNI
981;AV. ARGENTINA 850;VALPARAISO ARGENTINA;V - Valparaiso;0;ESVAL S.A.;Proyecto;Valparaíso;SIN CONVENIO;UNI
982;Avenida Alemania 849;TEMUCO ALEMANIA;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;SIN CONVENIO;UNI
983;CAMPAÑA DE 79 # 50;CHILLAN CAMPAÑA;XVI - Ñuble;0;ESSBIO S.A.;Proyecto;Chillán;SIN CONVENIO;UNI
984;ANTONIO VARAS 340;CAUQUENES ANTONIO VARAS;VII - Maule;0;NUEVOSUR S.A.;Proyecto;Cauquenes;SIN CONVENIO;UNI
3001;Camilo Henriquez 898;M10 CURICO;VII - Maule;0;NUEVOSUR S.A.;Abierto;Curicó;SIN CONVENIO;M10
3002;Francisco Bilbao 1554;M10 TEMUCO I;IX - Araucanía;0;AGUAS ARAUCANIA S A;Cerrado;Temuco;SIN CONVENIO;M10
3003;Pdte. Ibanez 316;M10 PUERTO MONTT;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;M10
3004;Bombero Ruiz Diaz 210;M10 RANCAGUA I;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Rancagua;SIN CONVENIO;M10
3005;Arlegui 1201;M10 VIÑA DEL MAR;V - Valparaiso;0;ESVAL S.A.;Cerrado;Viña Del Mar;SIN CONVENIO;M10
3006;Eleuterio Ramirez 560;M10 OSORNO;X - Los Lagos;0;SURALIS;Cerrado;Osorno;SIN CONVENIO;M10
3007;Baden Powell 36;M10 EL BELLOTO;V - Valparaiso;0;ESVAL S.A.;Abierto;Quilpué;SIN CONVENIO;M10
3008;Pedro Montt 2585;M10 VALPARAISO;V - Valparaiso;0;ESVAL S.A.;Abierto;Valparaíso;SIN CONVENIO;M10
3009;5 De Abril 338;M10 MAIPU;RM - Santiago;0;SMAPA;Cerrado;Maipú;SIN CONVENIO;M10
3010;Av. Gladys Marin 6480;M10 PAJARITOS;RM - Santiago;0;SMAPA;Abierto;Estacion Central;SIN CONVENIO;M10
3011;San Pablo 8860;M10 SAN PABLO I;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Santiago;SIN CONVENIO;M10
3012;3 1/2 Norte 1749;M10 TALCA;VII - Maule;0;NUEVOSUR S.A.;Cerrado;Talca;SIN CONVENIO;M10
3013;Av. Portales 2448;M10 SAN BERNARDO I;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Bernardo;SIN CONVENIO;M10
3014;Chillan 745;M10 SAN FERNANDO;VI - O'Higgins;1298;ESSBIO S.A.;Abierto;San Fernando;TERMINADO;M10
3015;Gran Avenida 9150;M10 LA CISTERNA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Cisterna;SIN CONVENIO;M10
3016;Freire 340;M10 CONSTITUCION;VII - Maule;0;NUEVOSUR S.A.;Cerrado;Constitución;SIN CONVENIO;M10
3017;Av. Benavente 427;M10 OVALLE I;IV - Coquimbo;0;AGUAS DEL VALLE S A;Abierto;Ovalle;SIN CONVENIO;M10
3018;Av. M. Rodriguez 312;M10 BUIN;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Buin;SIN CONVENIO;M10
3019;"Av. O""Higgins 1815";M10 ANGOL;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Angol;SIN CONVENIO;M10
3020;Sor Vicenta 2141;M10 LOS ANGELES;VIII - Biobío;0;ESSBIO S.A.;Abierto;Los Angeles;SIN CONVENIO;M10
3021;Av. Brasil 1016;M10 RANCAGUA II;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Rancagua;SIN CONVENIO;M10
3022;Pedro De Valdivia 2285;M10 TEMUCO II;IX - Araucanía;3721;AGUAS ARAUCANIA S A;Abierto;Temuco;CONVENIO;M10
3023;Santa Teresa 254;M10 LOS ANDES;V - Valparaiso;0;ESVAL S.A.;Cerrado;Los Andes;SIN CONVENIO;M10
3024;21 De Mayo 4287;M10 PEÑAFLOR;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Peñaflor;SIN CONVENIO;M10
3025;Ruta Rauquen Km 185;M10 DIS LAS PALMAS;VII - Maule;0;NUEVOSUR S.A.;Cerrado;Curicó;SIN CONVENIO;ALVI
3026;A. Prat 879 Local 76;M10 CHILLÁN ARTURO PRAT;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Chillán;SIN CONVENIO;M10
3027;Isabel Riquelme 959;M10 CHILLÁN I RIQUELME;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Chillán;SIN CONVENIO;M10
3028;San Pablo 6702;M10 LO PRADO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Lo Prado;SIN CONVENIO;M10
3029;San Jose De La Estrella 1392;M10 LA FLORIDA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Florida;SIN CONVENIO;M10
3030;Eyzaguirre 3208;M10 EYZAGUIRRE;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Puente Alto;SIN CONVENIO;M10
3031;Carretera Gral. San Martin 381;M10 COLINA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Colina;SIN CONVENIO;M10
3032;Av. San Pablo 8537;M10 SAN PABLO II;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Pudahuel;SIN CONVENIO;M10
3033;Llico 456;M10 SAN JOAQUIN;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Joaquín;SIN CONVENIO;M10
3034;Arturo Prat 607;M10 RENGO;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Rengo;SIN CONVENIO;M10
3035;Buenaventura Con Avda Central;M10 JM CARO;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Lo Espejo;SIN CONVENIO;M10
3036;Colon 7948 Hualpen;M10 HUALPEN;VIII - Biobío;0;ESSBIO S.A.;Abierto;Hualpén;SIN CONVENIO;M10
3037;Esmeralda 751;M10 LA UNION;XIV - Los Ríos;0;SURALIS;Abierto;La Unión;SIN CONVENIO;M10
3038;2 Norte 1373;M10 MAIPU II;RM - Santiago;0;SMAPA;Abierto;Maipú;SIN CONVENIO;M10
3039;El Salto 2506;M10 RECOLETA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Recoleta;SIN CONVENIO;M10
3040;Av. Pinto N 172;M10 TEMUCO III;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;SIN CONVENIO;M10
3041;Santo Domingo 111;M10 SAN FELIPE;V - Valparaiso;0;ESVAL S.A.;Abierto;San Felipe;SIN CONVENIO;M10
3042;Carrera 949;M10 LA CALERA;V - Valparaiso;0;ESVAL S.A.;Abierto;La Calera;SIN CONVENIO;M10
3043;Bulnes 550;M10 SAN BERNARDO II;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Bernardo;SIN CONVENIO;M10
3044;Av. Espana Esq Genaro Lisboa S/N;M10 SAN VICENTE;VI - O'Higgins;0;ESSBIO S.A.;Abierto;San Vicente;SIN CONVENIO;M10
3045;Victoria 435;M10 OVALLE II;IV - Coquimbo;0;AGUAS DEL VALLE S A;Abierto;Ovalle;SIN CONVENIO;M10
3046;Av. Serafín Zamora 127;M10 VICUÑA MACKENNA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Florida;SIN CONVENIO;M10
3048;Pedro Montt 148;M10 SAN ANTONIO;V - Valparaiso;0;ESVAL S.A.;Abierto;San Antonio;SIN CONVENIO;M10
3049;Av. Valparaiso 517;M10 VILLA ALEMANA;V - Valparaiso;0;ESVAL S.A.;Abierto;Villa Alemana;SIN CONVENIO;M10
3050;DUMMY;TIENDA DUMMY MAYORISTA;XII - Magallanes;0;AGUAS MAGALLANES S.A.;Proyecto;Punta Arenas;SIN CONVENIO;M10
3051;Gladys Marin 6664;M10 PAJARITOS II;RM - Santiago;0;SMAPA;Abierto;Estacion Central;SIN CONVENIO;M10
3053;Americo Vespucio 1601;M10 CERRILLOS;RM - Santiago;0;SMAPA;Abierto;Cerrillos;SIN CONVENIO;M10
3054;Camilo Henriquez 5239;M10 CAMILO HENRIQUEZ;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Puente Alto;SIN CONVENIO;M10
3055;Rojas Magallanes 1856;M10 ROJAS MAGALLANES;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Florida;SIN CONVENIO;M10
3056;Av. Santa Rosa 7592;M10 STA ROSA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Granja;SIN CONVENIO;M10
3057;Av. Marathon 3073;M10 MARATHON;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Macul;SIN CONVENIO;M10
3058;Av. San Luis De Macul 5171;M10 SAN LUIS;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Macul;SIN CONVENIO;M10
3060;Camino Melipilla 17100 ;M10 C. MELIPILLA;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Maipú;SIN CONVENIO;M10
3063;Av. San Martin 460;M10 SAN MARTIN;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Bernardo;SIN CONVENIO;M10
3064;San Diego 2115;M10 SAN DIEGO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Santiago;SIN CONVENIO;M10
3065;Av Santa Maria 2141;M10 ARICA;XV - Arica y Parinacota;0;AGUAS DEL ALTIPLANO S.A.;Proyecto;Arica;SIN CONVENIO;M10
3066;Av. Frei 0770;M10 PUNTA ARENAS;XII - Magallanes;0;AGUAS MAGALLANES S.A.;Cerrado;Punta Arenas;SIN CONVENIO;M10
3067;Gran Avenida Nº10580;M10 EL BOSQUE;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;El Bosque;SIN CONVENIO;M10
3069;Sanfurgo N° 66;M10 SANTA CRUZ;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Santa Cruz;SIN CONVENIO;M10
3071;Eyzaguirre 2909;ALVI PUENTE ALTO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Puente Alto;SIN CONVENIO;ALVI
3072;Av. San Pablo 8685;ALVI SAN PABLO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Pudahuel;SIN CONVENIO;ALVI
3073;Domingo Santa Maria N° 3897;ALVI RENCA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Renca;SIN CONVENIO;ALVI
3074;Recoleta 1750;ALVI RECOLETA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Recoleta;SIN CONVENIO;ALVI
3075;Januario Espinoza 903;ALVI LINARES;VII - Maule;0;NUEVOSUR S.A.;Abierto;Linares;SIN CONVENIO;ALVI
3076;Santa Rosa 5780;ALVI DEPARTAMENTAL;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Joaquín;SIN CONVENIO;ALVI
3077;Santa Rosa 13218;ALVI LA PINTANA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Pintana;SIN CONVENIO;ALVI
3078;Santa Rosa 9267;ALVI VESPUCIO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Ramón;SIN CONVENIO;ALVI
3079;Av. J.J. Perez, N° 6658;ALVI JJ PEREZ;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Cerro Navia;SIN CONVENIO;ALVI
3080;Independencia 4154;ALVI INDEPENDENCIA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Independencia;SIN CONVENIO;ALVI
3081;Gran Avenida 13059;ALVI EL BOSQUE;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;El Bosque;SIN CONVENIO;ALVI
3082;Av. Concha Y Toro 3088;ALVI CONCHA Y TORO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Puente Alto;SIN CONVENIO;ALVI
3083;Av. Pajaritos 1637 Y 1613;ALVI MAIPU;RM - Santiago;0;SMAPA;Abierto;Maipú;SIN CONVENIO;ALVI
3084;Av. Grecia 7310;ALVI PEÑALOLEN;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Peñalolén;SIN CONVENIO;ALVI
3085;Av. Freire 1515, Camino Troncal;ALVI BELLOTO;V - Valparaiso;0;ESVAL S.A.;Abierto;Quilpué;SIN CONVENIO;ALVI
3086;Av. Balmaceda 1531;ALVI TEMUCO;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;SIN CONVENIO;ALVI
3087;1 Sur 1990 (Con 13 Oriente);ALVI TALCA TERMINAL;VII - Maule;0;NUEVOSUR S.A.;Abierto;Talca;SIN CONVENIO;ALVI
3088;Av. Presidente Ibañez 507;ALVI PUERTO MONTT;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;ALVI
3089;Av. Los Carrera 555 (Esq. Caupolican);ALVI CONCEPCION;VIII - Biobío;0;ESSBIO S.A.;Abierto;Concepción;SIN CONVENIO;ALVI
3090;Av. San Martin 030;ALVI QUILICURA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Quilicura;SIN CONVENIO;ALVI
3091;Isabel Riquelme 1001 (Cocharcas 852);ALVI CHILLAN;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Chillán;SIN CONVENIO;ALVI
3092;Pajaritos 5100;ALVI PAJARITOS;RM - Santiago;0;SMAPA;Abierto;Maipú;SIN CONVENIO;ALVI
3093;Juan Antonio Rìos 1165;ALVI COQUIMBO;IV - Coquimbo;0;AGUAS DEL VALLE S A;Abierto;Coquimbo;SIN CONVENIO;ALVI
3094;Bombero Ruidiaz 040;ALVI RANCAGUA;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Rancagua;SIN CONVENIO;ALVI
3095;Av. 11 Oriente 1550;ALVI TALCA MERCADO;VII - Maule;0;NUEVOSUR S.A.;Cerrado;Talca;SIN CONVENIO;ALVI
3096;Villagran 471;ALVI LOS ANGELES;VIII - Biobío;0;ESSBIO S.A.;Abierto;Los Angeles;SIN CONVENIO;ALVI
3097;Av. San Pablo 5660;ALVI LO PRADO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Lo Prado;SIN CONVENIO;ALVI
3098;Av. Las Condes 11097;ALVI LAS CONDES;RM - Santiago;0;AGUAS CORDILLERA S.A.;Abierto;Las Condes;SIN CONVENIO;ALVI
3099;Yungay 2626;ALVI VALPARAISO;V - Valparaiso;0;ESVAL S.A.;Abierto;Valparaíso;SIN CONVENIO;ALVI
3100;Ramon Sanfurgo 190;ALVI SANTA CRUZ;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Santa Cruz;SIN CONVENIO;ALVI
3135;Lo Barnechea 1393;M10 LO BARNECHEA;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Lo Barnechea;SIN CONVENIO;M10
3143;Francisco Salazar 01650;M10 TEMUCO IV;IX - Araucanía;4422;AGUAS ARAUCANIA S A;Abierto;Temuco;CONVENIO;M10
3159;Calle Jose Victorino Lastarria 712;ALVI RANCAGUA II;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Rancagua;SIN CONVENIO;ALVI
3160;Camino A Melipilla  N° 18300;M10 MAIPU III;RM - Santiago;0;SMAPA;Abierto;Maipú;SIN CONVENIO;M10
3161;Av. Tobalaba 11835;M10 PEÑALOLEN;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Peñalolén;SIN CONVENIO;M10
3162;Av. Concha Y Toro Nº 4115 ;M10 PUENTE ALTO ll;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Puente Alto;SIN CONVENIO;M10
3163;Saavedra 955;M10 CAÑETE;VIII - Biobío;0;ESSBIO S.A.;Abierto;Cañete;SIN CONVENIO;M10
3164;Los Carreras N° 637;M10 CONCEPCION;VIII - Biobío;0;ESSBIO S.A.;Abierto;Concepción;SIN CONVENIO;M10
3165;Prat  71;M10 CONCEPCION II;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Concepción;SIN CONVENIO;M10
3166;Nueva Imperial 113;M10 HUALPEN II;VIII - Biobío;0;ESSBIO S.A.;Abierto;Hualpén;SIN CONVENIO;M10
3167;Ignacio Serrano 908;M10 TOME;VIII - Biobío;0;ESSBIO S.A.;Abierto;Tomé;SIN CONVENIO;M10
3168;Miraflores 1230;M10 TEMUCO V;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;SIN CONVENIO;M10
3169;Av. Brasil 646-648;M10 LINARES;VII - Maule;0;NUEVOSUR S.A.;Abierto;Linares;SIN CONVENIO;M10
3170;21 De Mayo 819;M10 21 DE MAYO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Puente Alto;SIN CONVENIO;M10
3171;Presidente Ibañez 316;ALVI PUERTO MONTT II;X - Los Lagos;0;SURALIS;Cerrado;Puerto Montt;SIN CONVENIO;ALVI
3172;Chillan 637;ALVI OSORNO;X - Los Lagos;0;SURALIS;Abierto;Osorno;SIN CONVENIO;ALVI
3173;;M10 PUDAHUEL;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Pudahuel;SIN CONVENIO;M10
3174;DOCTOR SALINAS  1101;M10 DOCTOR SALINA;VI - O'Higgins;0;ESSBIO S.A.;Proyecto;Rancagua;SIN CONVENIO;M10
3176;JOSE JOAQUIN PEREZ 8045;M10 CERRO NAVIA;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Cerro Navia;SIN CONVENIO;M10
3177;TEMUCO HUERFANOS;M10 TEMUCO VI;IX - Araucanía;0;AGUAS ARAUCANIA S A;Proyecto;Padre Las Casas;SIN CONVENIO;M10
3178;AVDA MANUEL ANTONIO MATTA  876;M10 QUILICURA;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Quilicura;SIN CONVENIO;M10
3179;Av Concha y Toro 1184;M10 PUENTE ALTO;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Puente Alto;SIN CONVENIO;M10
3180;21 de Mayo 1081;ALVI TALAGANTE 21 DE MAYO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Talagante;SIN CONVENIO;ALVI
3181;Teniente Cruz 570;ALVI TTE. CRUZ;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Pudahuel;SIN CONVENIO;ALVI
3182;AVDA 21 DE MAYO 131-135;ALVI QUILLOTA 21 DE MAYO;V - Valparaiso;0;ESVAL S.A.;Proyecto;Quillota;SIN CONVENIO;ALVI
3183;Padre Hurtado N 14829 - 14589;ALVI SAN BERNARDO;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;San Bernardo;SIN CONVENIO;ALVI
3184;Ramon Perez 3195;ALVI ALTO HOSPICIO;I - Tarapacá;0;AGUAS DEL ALTIPLANO S.A.;Cerrado;Alto Hospicio;SIN CONVENIO;ALVI
3187;3 1/2 Norte 1749;ALVI TALCA ALAMEDA;VII - Maule;0;NUEVOSUR S.A.;Abierto;Talca;SIN CONVENIO;ALVI
3197;Av. Ramon Picarte 2593;ALVI PICARTE VALDIVIA;XIV - Los Ríos;1961;AGUAS DECIMA S A;Abierto;Valdivia;CONVENIO;ALVI
3198;Ruta Rauquen Km 185;ALVI LAS PALMAS;VII - Maule;0;NUEVOSUR S.A.;Cerrado;Curicó;SIN CONVENIO;ALVI
3199;;ALVI CAJAS;RM - Santiago;0;SMAPA;Cerrado;;SIN CONVENIO;ALVI
3501;Diagonal Teniente Cruz 530;S10 LA TRAVESÍA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Pudahuel;SIN CONVENIO;M10
3502;Av. Gabriela Oriente 0651;S10 GABRIELA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Puente Alto;SIN CONVENIO;M10
3503;Av. Portales Oriente 1701;S10 PORTALES;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Bernardo;SIN CONVENIO;M10
3504;Av. Brasil 1064;S10 RANCAGUA III;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Rancagua;SIN CONVENIO;M10
3508;Gran Avenida 6060;S10 GRAN AVENIDA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Miguel;SIN CONVENIO;M10
3999;;M10 DIS CAJAS;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;;SIN CONVENIO;ALVI
8040;;ECOS CAPACITACIÓN;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;0;SIN CONVENIO;OFICINAS
9003;COLÓN 7948;CENTROS PRODUCCION CONCEPCION;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Hualpén;SIN CONVENIO;UNI
9004;Fco.Bilbao 3545;CENTRO PRODUCTIVO IQUIQUE;I - Tarapacá;0;AGUAS DEL ALTIPLANO S.A.;Abierto;Iquique;SIN CONVENIO;UNI
9006;FRANCISCO SALAZAR 01650;CENTROS PRODUCCION TEMUCO;IX - Araucanía;0;AGUAS ARAUCANIA S A;Cerrado;Temuco;SIN CONVENIO;UNI
9010;VICUÑA MACKENNA 6320;CENTROS PRODUCCION VIC.MACKENNA;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;La Florida;SIN CONVENIO;UNI
9016;IGNACIO SERRANO 980;CENTROS PRODUCCION CARACOL;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Tomé;SIN CONVENIO;UNI
9017;AV. O’HIGGINS 2305;CENTROS PRODUCCION CHILLAN VIEJO;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Chillán Viejo;SIN CONVENIO;UNI
9041;TALCA 101 TIERRAS BLANCAS;CD COQUIMBO ABARROTES;IV - Coquimbo;0;AGUAS DEL VALLE S A;Cerrado;Coquimbo;SIN CONVENIO;UNI
9043;RUTA D-43, BARRIO INDUSTRIAL 701, TIERRAS BLANCAS;CD COQUIMBO FYV;IV - Coquimbo;0;RENTAS ALTO PENUELAS S.A.;Cerrado;Coquimbo;SIN CONVENIO;UNI
9051;PAN DE AZUCAR S/N;CD NUEVO COQUIMBO;IV - Coquimbo;0;RENTAS COQUIMBO SPA;Abierto;Coquimbo;SIN CONVENIO;UNI
9058;La Vara;CD IMPORTADOS (LA VARA);RM - Santiago;0;RENTAS SAN PEDRO S A;Cerrado;San Bernardo;SIN CONVENIO;UNI
9070;RUTA 5 NORTE KM 1357, SECTOR LA NEGRA, BODEGA B3;CD ANTOFAGASTA;II - Antofagasta;0;BODEGAS SAN FRANCISCO LTDA;Cerrado;Antofagasta;SIN CONVENIO;UNI
9071;Av. Hector Gómez Cobo 286, sector La Negra;CD ANTOFAGASTA NUEVO;II - Antofagasta;0;MEGA CENTRO;Abierto;Antofagasta;SIN CONVENIO;UNI
9083;Camino coronel KM 11 N 66;CD CONCEPCIÓN;VIII - Biobío;0;RENTAS SAN PEDRO S A;Abierto;San Pedro De La Paz;SIN CONVENIO;UNI
9109;RECTA FOITZICK KILÓMETRO 5;CD COYHAIQUE;XI - Aysén;0;AGUAS PATAGONIA;Abierto;Coyhaique;SIN CONVENIO;UNI
9111;GASTON ADARME 930;CD COYHAIQUE (ANTIGUO);XI - Aysén;0;AGUAS PATAGONIA;Cerrado;Coyhaique;SIN CONVENIO;UNI
9121;ZONA FRANCA MANZANA 18;CD ZONA FRANCA PUNTA ARENAS;XII - Magallanes;0;CARGA RESULTADO ABU GOSH;Abierto;Punta Arenas;SIN CONVENIO;UNI
9123;PRESIDENTE CARLOS IBAÑEZ DEL CAMPO S/N, KM 6,5 Norte;CD PUNTA ARENAS;XII - Magallanes;0;SOC COMERCIAL E INVERSIONES GALICIA;Abierto;Punta Arenas;SIN CONVENIO;UNI
